rubrik_id (englischer Name);rubrikname (deutscher Name);pfad
1237;Kegelradfräsmaschinen Geradverzahnung;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Verzahnungsmaschinen / Kegelradfräsmaschinen Geradverzahnung
1238;Kegelradhobelmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Verzahnungsmaschinen / Kegelradhobelmaschinen
1234;Kegelradläppmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Verzahnungsmaschinen / Kegelradläppmaschinen
1235;Kegelradprüfmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Verzahnungsmaschinen / Kegelradprüfmaschinen
1239;Kegelradschleifmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Verzahnungsmaschinen / Kegelradschleifmaschinen
1275;Langgewindefräsmaschinen & Abwälzfräsmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Verzahnungsmaschinen / Langgewindefräsmaschinen & Abwälzfräsmaschinen
1240;Schabrad Schärfmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Verzahnungsmaschinen / Schabrad Schärfmaschinen
1241;Schneckenschleifmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Verzahnungsmaschinen / Schneckenschleifmaschinen
1258;Sonstige Verzahnungsmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Verzahnungsmaschinen / Sonstige Verzahnungsmaschinen
1242;Spiralkegelradschneidmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Verzahnungsmaschinen / Spiralkegelradschneidmaschinen
1243;Verzahnungsmessmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Verzahnungsmaschinen / Verzahnungsmessmaschinen
2503;Wälzschälmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Verzahnungsmaschinen / Wälzschälmaschinen
1244;Zahnflankenschleifmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Verzahnungsmaschinen / Zahnflankenschleifmaschinen
1245;Zahnkantenabrundmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Verzahnungsmaschinen / Zahnkantenabrundmaschinen
1246;Zahnkantenentgratmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Verzahnungsmaschinen / Zahnkantenentgratmaschinen
1247;Zahnkantenfräsmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Verzahnungsmaschinen / Zahnkantenfräsmaschinen
1248;Zahnrad-Abwälzfräsmaschinen horizontal;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Verzahnungsmaschinen / Zahnrad-Abwälzfräsmaschinen horizontal
2041;Zahnrad-Abwälzfräsmaschinen vertikal - 0-299mm Raddurchmesser;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Verzahnungsmaschinen / Zahnrad-Abwälzfräsmaschinen vertikal - 0-299mm Raddurchmesser
2045;Zahnrad-Abwälzfräsmaschinen vertikal - 1000-1999mm Raddurchmesser;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Verzahnungsmaschinen / Zahnrad-Abwälzfräsmaschinen vertikal - 1000-1999mm Raddurchmesser
2042;Zahnrad-Abwälzfräsmaschinen vertikal - 300-499mm Raddurchmesser;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Verzahnungsmaschinen / Zahnrad-Abwälzfräsmaschinen vertikal - 300-499mm Raddurchmesser
2043;Zahnrad-Abwälzfräsmaschinen vertikal - 500-699mm Raddurchmesser;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Verzahnungsmaschinen / Zahnrad-Abwälzfräsmaschinen vertikal - 500-699mm Raddurchmesser
2044;Zahnrad-Abwälzfräsmaschinen vertikal - 700-999mm Raddurchmesser;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Verzahnungsmaschinen / Zahnrad-Abwälzfräsmaschinen vertikal - 700-999mm Raddurchmesser
2046;Zahnrad-Abwälzfräsmaschinen vertikal - ab 2000mm Raddurchmesser;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Verzahnungsmaschinen / Zahnrad-Abwälzfräsmaschinen vertikal - ab 2000mm Raddurchmesser
1250;Zahnradentgratmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Verzahnungsmaschinen / Zahnradentgratmaschinen
1251;Zahnradhobelmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Verzahnungsmaschinen / Zahnradhobelmaschinen
1252;Zahnradhonmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Verzahnungsmaschinen / Zahnradhonmaschinen
1253;Zahnradprüfmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Verzahnungsmaschinen / Zahnradprüfmaschinen
1254;Zahnradschabemaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Verzahnungsmaschinen / Zahnradschabemaschinen
1255;Zahnradschleifmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Verzahnungsmaschinen / Zahnradschleifmaschinen
1256;Zahnradstoßmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Verzahnungsmaschinen / Zahnradstoßmaschinen
1257;Zahnstangenfräsmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Verzahnungsmaschinen / Zahnstangenfräsmaschinen
1259;Zubehör & Ersatzteile für Verzahnungsmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Verzahnungsmaschinen / Zubehör & Ersatzteile für Verzahnungsmaschinen
1205;Wellenrichtmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Wellenrichtmaschinen
238;Zentriermaschinen & Endenbearbeitungsmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Zentriermaschinen & Endenbearbeitungsmaschinen
1365;Absaugungen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Zubehör & Ersatzteile für Metallbearbeitungsmaschinen & Werkzeugmaschinen / Absaugungen
1298;Anreißplatten & Tuschierplatten;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Zubehör & Ersatzteile für Metallbearbeitungsmaschinen & Werkzeugmaschinen / Anreißplatten & Tuschierplatten
1300;Aufspannplatten;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Zubehör & Ersatzteile für Metallbearbeitungsmaschinen & Werkzeugmaschinen / Aufspannplatten
1301;Aufspannwinkel;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Zubehör & Ersatzteile für Metallbearbeitungsmaschinen & Werkzeugmaschinen / Aufspannwinkel
1481;Aufspannwürfel;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Zubehör & Ersatzteile für Metallbearbeitungsmaschinen & Werkzeugmaschinen / Aufspannwürfel
1299;Ausdrehköpfe;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Zubehör & Ersatzteile für Metallbearbeitungsmaschinen & Werkzeugmaschinen / Ausdrehköpfe
1302;Dreibackenfutter;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Zubehör & Ersatzteile für Metallbearbeitungsmaschinen & Werkzeugmaschinen / Dreibackenfutter
1303;Fräsdorne;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Zubehör & Ersatzteile für Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräsdorne
1304;Fräsköpfe;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Zubehör & Ersatzteile für Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräsköpfe
1305;Fräswerkzeuge & Drehwerkzeuge;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Zubehör & Ersatzteile für Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräswerkzeuge & Drehwerkzeuge
1477;Hydraulikaggregate;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Zubehör & Ersatzteile für Metallbearbeitungsmaschinen & Werkzeugmaschinen / Hydraulikaggregate
1366;Kreuztische;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Zubehör & Ersatzteile für Metallbearbeitungsmaschinen & Werkzeugmaschinen / Kreuztische
1475;Kühlmitteleinrichtungen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Zubehör & Ersatzteile für Metallbearbeitungsmaschinen & Werkzeugmaschinen / Kühlmitteleinrichtungen
1587;Luftfilter;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Zubehör & Ersatzteile für Metallbearbeitungsmaschinen & Werkzeugmaschinen / Luftfilter
1306;Lünetten;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Zubehör & Ersatzteile für Metallbearbeitungsmaschinen & Werkzeugmaschinen / Lünetten
1307;Magnetplatten;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Zubehör & Ersatzteile für Metallbearbeitungsmaschinen & Werkzeugmaschinen / Magnetplatten
1479;Maschinenfüsse & Schwingungsdämpfer;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Zubehör & Ersatzteile für Metallbearbeitungsmaschinen & Werkzeugmaschinen / Maschinenfüsse & Schwingungsdämpfer
1478;Nivellierelemente & Fixatoren;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Zubehör & Ersatzteile für Metallbearbeitungsmaschinen & Werkzeugmaschinen / Nivellierelemente & Fixatoren
1308;Planscheiben;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Zubehör & Ersatzteile für Metallbearbeitungsmaschinen & Werkzeugmaschinen / Planscheiben
1309;Richtplatten;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Zubehör & Ersatzteile für Metallbearbeitungsmaschinen & Werkzeugmaschinen / Richtplatten
1310;Rundtische;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Zubehör & Ersatzteile für Metallbearbeitungsmaschinen & Werkzeugmaschinen / Rundtische
1312;Schleifscheiben;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Zubehör & Ersatzteile für Metallbearbeitungsmaschinen & Werkzeugmaschinen / Schleifscheiben
1584;Schmierstoffe;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Zubehör & Ersatzteile für Metallbearbeitungsmaschinen & Werkzeugmaschinen / Schmierstoffe
1311;Schraubstöcke;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Zubehör & Ersatzteile für Metallbearbeitungsmaschinen & Werkzeugmaschinen / Schraubstöcke
2096;Sechsbackenfutter;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Zubehör & Ersatzteile für Metallbearbeitungsmaschinen & Werkzeugmaschinen / Sechsbackenfutter
1313;Sonstige Teile für Metallbearbeitungsmaschinen & Werkzeugmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Zubehör & Ersatzteile für Metallbearbeitungsmaschinen & Werkzeugmaschinen / Sonstige Teile für Metallbearbeitungsmaschinen & Werkzeugmaschinen
1480;Spannzangeneinrichtungen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Zubehör & Ersatzteile für Metallbearbeitungsmaschinen & Werkzeugmaschinen / Spannzangeneinrichtungen
1476;Späneförderer;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Zubehör & Ersatzteile für Metallbearbeitungsmaschinen & Werkzeugmaschinen / Späneförderer
1314;Stangenzuführungen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Zubehör & Ersatzteile für Metallbearbeitungsmaschinen & Werkzeugmaschinen / Stangenzuführungen
1315;Teilapparate;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Zubehör & Ersatzteile für Metallbearbeitungsmaschinen & Werkzeugmaschinen / Teilapparate
1316;Vierbackenfutter;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Zubehör & Ersatzteile für Metallbearbeitungsmaschinen & Werkzeugmaschinen / Vierbackenfutter
1582;Wendeplatten;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Zubehör & Ersatzteile für Metallbearbeitungsmaschinen & Werkzeugmaschinen / Wendeplatten
1367;Wendespanner;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Zubehör & Ersatzteile für Metallbearbeitungsmaschinen & Werkzeugmaschinen / Wendespanner
1317;Werkbänke;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Zubehör & Ersatzteile für Metallbearbeitungsmaschinen & Werkzeugmaschinen / Werkbänke
1433;Werkzeugaufnahmen & Werkzeughalter;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Zubehör & Ersatzteile für Metallbearbeitungsmaschinen & Werkzeugmaschinen / Werkzeugaufnahmen & Werkzeughalter
1319;Werkzeugschränke;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Zubehör & Ersatzteile für Metallbearbeitungsmaschinen & Werkzeugmaschinen / Werkzeugschränke
1318;Winkeltische & Universaltische;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Zubehör & Ersatzteile für Metallbearbeitungsmaschinen & Werkzeugmaschinen / Winkeltische & Universaltische
1320;Würfeltische;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Zubehör & Ersatzteile für Metallbearbeitungsmaschinen & Werkzeugmaschinen / Würfeltische
1449;Ölnebelabscheider;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Zubehör & Ersatzteile für Metallbearbeitungsmaschinen & Werkzeugmaschinen / Ölnebelabscheider
202;Benzinmotoren;Motoren / Benzinmotoren
203;Dieselmotoren;Motoren / Dieselmotoren
204;Elektromotoren;Motoren / Elektromotoren
205;Gasmotoren;Motoren / Gasmotoren
208;Getriebe;Motoren / Getriebe
206;LKW-Motoren;Motoren / LKW-Motoren
207;PKW-Motoren;Motoren / PKW-Motoren
684;Sonstige Motoren & Ersatzteile;Motoren / Sonstige Motoren & Ersatzteile
376;Absauganlagen;Oberflächentechnik / Absauganlagen
747;Filteranlagen;Oberflächentechnik / Filteranlagen
377;Galvanikanlagen;Oberflächentechnik / Galvanikanlagen
378;Lackieranlagen;Oberflächentechnik / Lackieranlagen
380;Pulveranlagen;Oberflächentechnik / Pulveranlagen
746;Sandstrahlanlagen;Oberflächentechnik / Sandstrahlanlagen
381;Schleifmaschinen;Oberflächentechnik / Schleifmaschinen
685;Sonstige Oberflächentechnik;Oberflächentechnik / Sonstige Oberflächentechnik
382;Vorbehandlungsanlagen;Oberflächentechnik / Vorbehandlungsanlagen
375;Ätzmaschinen;Oberflächentechnik / Ätzmaschinen
379;Öfen;Oberflächentechnik / Öfen
597;Beutelmaschinen;Papierverarbeitung & Folienverarbeitung / Beutelmaschinen
593;Briefumschlagmaschinen;Papierverarbeitung & Folienverarbeitung / Briefumschlagmaschinen
594;Etikettiermaschinen;Papierverarbeitung & Folienverarbeitung / Etikettiermaschinen
595;Faltschachtelklebemaschinen;Papierverarbeitung & Folienverarbeitung / Faltschachtelklebemaschinen
596;Falzmaschinen;Papierverarbeitung & Folienverarbeitung / Falzmaschinen
600;Kartonagenherstellung;Papierverarbeitung & Folienverarbeitung / Kartonagenherstellung
599;Kartonaufrichter;Papierverarbeitung & Folienverarbeitung / Kartonaufrichter
601;Kartonverschliesser;Papierverarbeitung & Folienverarbeitung / Kartonverschliesser
598;Kaschieranlagen;Papierverarbeitung & Folienverarbeitung / Kaschieranlagen
602;Papierhandtuchherstellungsmaschinen;Papierverarbeitung & Folienverarbeitung / Papierhandtuchherstellungsmaschinen
603;Papierhülsenherstellungsanlagen;Papierverarbeitung & Folienverarbeitung / Papierhülsenherstellungsanlagen
722;Papierliniermaschinen;Papierverarbeitung & Folienverarbeitung / Papierliniermaschinen
604;Papierschachtelherstellungsmaschinen;Papierverarbeitung & Folienverarbeitung / Papierschachtelherstellungsmaschinen
605;Pappbecherherstellung;Papierverarbeitung & Folienverarbeitung / Pappbecherherstellung
606;Perforiermaschinen;Papierverarbeitung & Folienverarbeitung / Perforiermaschinen
607;Pressen für Papier & Karton;Papierverarbeitung & Folienverarbeitung / Pressen für Papier & Karton
608;Rollbahnen;Papierverarbeitung & Folienverarbeitung / Rollbahnen
609;Schneidemaschinen;Papierverarbeitung & Folienverarbeitung / Schneidemaschinen
696;Schulheftmaschinen;Papierverarbeitung & Folienverarbeitung / Schulheftmaschinen
610;Slotter & Casemaker;Papierverarbeitung & Folienverarbeitung / Slotter & Casemaker
691;Sonstige Maschinen zur Papierverarbeitung & Folienverarbeitung;Papierverarbeitung & Folienverarbeitung / Sonstige Maschinen zur Papierverarbeitung & Folienverarbeitung
611;Stanzen für Papier & Karton;Papierverarbeitung & Folienverarbeitung / Stanzen für Papier & Karton
612;Stanztiegel;Papierverarbeitung & Folienverarbeitung / Stanztiegel
613;Toilettenpapierherstellungsmaschinen;Papierverarbeitung & Folienverarbeitung / Toilettenpapierherstellungsmaschinen
615;Wellpappenherstellung & Verarbeitung;Papierverarbeitung & Folienverarbeitung / Wellpappenherstellung & Verarbeitung
614;Wickelmaschinen;Papierverarbeitung & Folienverarbeitung / Wickelmaschinen
717;Ablaufbänder;Postbearbeitungsmaschinen / Ablaufbänder
751;Brieföffner;Postbearbeitungsmaschinen / Brieföffner
294;Falzmaschinen;Postbearbeitungsmaschinen / Falzmaschinen
295;Frankiermaschinen;Postbearbeitungsmaschinen / Frankiermaschinen
296;Kuvertiermaschinen;Postbearbeitungsmaschinen / Kuvertiermaschinen
297;Poststrassen;Postbearbeitungsmaschinen / Poststrassen
298;Reißen, Schneiden, Separieren;Postbearbeitungsmaschinen / Reißen, Schneiden, Separieren
686;Sonstige Postbearbeitungsmaschinen;Postbearbeitungsmaschinen / Sonstige Postbearbeitungsmaschinen
718;Staffelablagen;Postbearbeitungsmaschinen / Staffelablagen
299;Waagen;Postbearbeitungsmaschinen / Waagen
545;Absauganlagen & Filter;Recycling- & Entsorgungsmaschinen / Absauganlagen & Filter
546;Agglomeratoren;Recycling- & Entsorgungsmaschinen / Agglomeratoren
547;Compoundieranlagen;Recycling- & Entsorgungsmaschinen / Compoundieranlagen
697;Entmetallisierungsanlagen;Recycling- & Entsorgungsmaschinen / Entmetallisierungsanlagen
549;Entwässerungsmaschinen;Recycling- & Entsorgungsmaschinen / Entwässerungsmaschinen
550;Extruder & Extrusionsanlagen;Recycling- & Entsorgungsmaschinen / Extruder & Extrusionsanlagen
551;Förderbänder;Recycling- & Entsorgungsmaschinen / Förderbänder
552;Granulieranlagen;Recycling- & Entsorgungsmaschinen / Granulieranlagen
553;Häcksler;Recycling- & Entsorgungsmaschinen / Häcksler
555;Kunststoffaufbereitung;Recycling- & Entsorgungsmaschinen / Kunststoffaufbereitung
554;Kühlgeräte-Recyclinganlagen;Recycling- & Entsorgungsmaschinen / Kühlgeräte-Recyclinganlagen
556;Mahlanlagen;Recycling- & Entsorgungsmaschinen / Mahlanlagen
557;Mühlen;Recycling- & Entsorgungsmaschinen / Mühlen
548;Müllcontainer & Abfallbehälter;Recycling- & Entsorgungsmaschinen / Müllcontainer & Abfallbehälter
1555;Altreifenpressen;Recycling- & Entsorgungsmaschinen / Müllpressen / Altreifenpressen
1556;Ballenpressen;Recycling- & Entsorgungsmaschinen / Müllpressen / Ballenpressen
1557;Brikettierpressen;Recycling- & Entsorgungsmaschinen / Müllpressen / Brikettierpressen
1558;Dosenpressen;Recycling- & Entsorgungsmaschinen / Müllpressen / Dosenpressen
1561;Paketierpressen;Recycling- & Entsorgungsmaschinen / Müllpressen / Paketierpressen
1560;Papierpressen;Recycling- & Entsorgungsmaschinen / Müllpressen / Papierpressen
1559;Pelletierpressen;Recycling- & Entsorgungsmaschinen / Müllpressen / Pelletierpressen
1562;Presscontainer;Recycling- & Entsorgungsmaschinen / Müllpressen / Presscontainer
2416;Schneckenpressen;Recycling- & Entsorgungsmaschinen / Müllpressen / Schneckenpressen
1563;Schrottpressen;Recycling- & Entsorgungsmaschinen / Müllpressen / Schrottpressen
2093;Sonstige Müllpressen;Recycling- & Entsorgungsmaschinen / Müllpressen / Sonstige Müllpressen
1570;Zubehör & Ersatzteile für Müllpressen;Recycling- & Entsorgungsmaschinen / Müllpressen / Zubehör & Ersatzteile für Müllpressen
558;Regenerierungsanlagen;Recycling- & Entsorgungsmaschinen / Regenerierungsanlagen
1564;Alligatorscheren;Recycling- & Entsorgungsmaschinen / Scheren / Alligatorscheren
1565;Kabelscheren;Recycling- & Entsorgungsmaschinen / Scheren / Kabelscheren
1566;Metallscheren;Recycling- & Entsorgungsmaschinen / Scheren / Metallscheren
1567;Profilscheren;Recycling- & Entsorgungsmaschinen / Scheren / Profilscheren
1568;Schrottscheren;Recycling- & Entsorgungsmaschinen / Scheren / Schrottscheren
1569;Zubehör & Ersatzteile für Scheren;Recycling- & Entsorgungsmaschinen / Scheren / Zubehör & Ersatzteile für Scheren
2109;Aktenvernichter (Industrie);Recycling- & Entsorgungsmaschinen / Schredder / Aktenvernichter (Industrie)
2103;Dreiwellenzerkleinerer;Recycling- & Entsorgungsmaschinen / Schredder / Dreiwellenzerkleinerer
2097;Einwellenzerkleinerer;Recycling- & Entsorgungsmaschinen / Schredder / Einwellenzerkleinerer
2124;Mobile Zerkleinerungsanlage;Recycling- & Entsorgungsmaschinen / Schredder / Mobile Zerkleinerungsanlage
2115;Nachzerkleinerer;Recycling- & Entsorgungsmaschinen / Schredder / Nachzerkleinerer
2127;Rotorschere;Recycling- & Entsorgungsmaschinen / Schredder / Rotorschere
2118;Styroporschredder;Recycling- & Entsorgungsmaschinen / Schredder / Styroporschredder
2106;Vierwellenzerkleinerer;Recycling- & Entsorgungsmaschinen / Schredder / Vierwellenzerkleinerer
2112;Vorzerkleinerer;Recycling- & Entsorgungsmaschinen / Schredder / Vorzerkleinerer
2121;Zerkleinerungswellen;Recycling- & Entsorgungsmaschinen / Schredder / Zerkleinerungswellen
2130;Zubehör & Ersatzteile für Shredder;Recycling- & Entsorgungsmaschinen / Schredder / Zubehör & Ersatzteile für Shredder
2100;Zweiwellenzerkleinerer;Recycling- & Entsorgungsmaschinen / Schredder / Zweiwellenzerkleinerer
560;Siebanlagen;Recycling- & Entsorgungsmaschinen / Siebanlagen
561;Silos;Recycling- & Entsorgungsmaschinen / Silos
675;Sonstige Maschinen für Recycling & Entsorgung;Recycling- & Entsorgungsmaschinen / Sonstige Maschinen für Recycling & Entsorgung
562;Sortieranlagen;Recycling- & Entsorgungsmaschinen / Sortieranlagen
563;Trenntechnik;Recycling- & Entsorgungsmaschinen / Trenntechnik
564;Trockner;Recycling- & Entsorgungsmaschinen / Trockner
566;Windsichter;Recycling- & Entsorgungsmaschinen / Windsichter
567;Zentrifugen;Recycling- & Entsorgungsmaschinen / Zentrifugen
568;Zerkleinerungsanlagen;Recycling- & Entsorgungsmaschinen / Zerkleinerungsanlagen
287;Aufsitzkehrmaschinen & Scheuersaugmaschinen;Reinigungstechnik / Aufsitzkehrmaschinen & Scheuersaugmaschinen
284;Einscheibenmaschinen;Reinigungstechnik / Einscheibenmaschinen
285;Hochdruckreiniger;Reinigungstechnik / Hochdruckreiniger
286;Hochdruckwasserstrahlanlagen;Reinigungstechnik / Hochdruckwasserstrahlanlagen
736;Maschinen- & Teilereinigungsgeräte;Reinigungstechnik / Maschinen- & Teilereinigungsgeräte
226;Niederdruckreiniger;Reinigungstechnik / Niederdruckreiniger
288;Sandstrahler;Reinigungstechnik / Sandstrahler
289;Scheuersaugmaschinen;Reinigungstechnik / Scheuersaugmaschinen
687;Sonstige Reinigungsmaschinen;Reinigungstechnik / Sonstige Reinigungsmaschinen
290;Staubsauger;Reinigungstechnik / Staubsauger
291;Textilreinigungsmaschinen;Reinigungstechnik / Textilreinigungsmaschinen
766;Trockeneisstrahlgeräte;Reinigungstechnik / Trockeneisstrahlgeräte
292;Ultraschallreinigungsanlagen;Reinigungstechnik / Ultraschallreinigungsanlagen
293;Waschanlagen;Reinigungstechnik / Waschanlagen
33;Sondermaschinen;Sondermaschinen
34;Sonstige Maschinen;Sonstige Maschinen
1915;3-Rad Gabelstapler;Stapler & Flurförderzeuge / 3-Rad Gabelstapler
1916;4-Rad Gabelstapler;Stapler & Flurförderzeuge / 4-Rad Gabelstapler
383;Ameisen;Stapler & Flurförderzeuge / Ameisen
1987;Abschieber;Stapler & Flurförderzeuge / Anbaugeräte für Stapler / Abschieber
1989;Ballenklammer;Stapler & Flurförderzeuge / Anbaugeräte für Stapler / Ballenklammer
1988;Baustoffbehälter;Stapler & Flurförderzeuge / Anbaugeräte für Stapler / Baustoffbehälter
1990;Befülltrichter;Stapler & Flurförderzeuge / Anbaugeräte für Stapler / Befülltrichter
1991;Drehgeräte;Stapler & Flurförderzeuge / Anbaugeräte für Stapler / Drehgeräte
1992;Entleergeräte;Stapler & Flurförderzeuge / Anbaugeräte für Stapler / Entleergeräte
1993;Fasshandling;Stapler & Flurförderzeuge / Anbaugeräte für Stapler / Fasshandling
1994;Gabeln;Stapler & Flurförderzeuge / Anbaugeräte für Stapler / Gabeln
1995;Gabelverlängerungen;Stapler & Flurförderzeuge / Anbaugeräte für Stapler / Gabelverlängerungen
1996;Geräteklammern;Stapler & Flurförderzeuge / Anbaugeräte für Stapler / Geräteklammern
1997;Hafenklammern;Stapler & Flurförderzeuge / Anbaugeräte für Stapler / Hafenklammern
1998;Hydraulische Seilwinden;Stapler & Flurförderzeuge / Anbaugeräte für Stapler / Hydraulische Seilwinden
1999;Kartonklammern;Stapler & Flurförderzeuge / Anbaugeräte für Stapler / Kartonklammern
2000;Kastenwagen;Stapler & Flurförderzeuge / Anbaugeräte für Stapler / Kastenwagen
2001;Kehraufsätze;Stapler & Flurförderzeuge / Anbaugeräte für Stapler / Kehraufsätze
2002;Kippvorrichtungen mit Schaufeln;Stapler & Flurförderzeuge / Anbaugeräte für Stapler / Kippvorrichtungen mit Schaufeln
2004;Klammergabeln;Stapler & Flurförderzeuge / Anbaugeräte für Stapler / Klammergabeln
2003;Klammern für Zementrohre;Stapler & Flurförderzeuge / Anbaugeräte für Stapler / Klammern für Zementrohre
2005;Klemmschieber;Stapler & Flurförderzeuge / Anbaugeräte für Stapler / Klemmschieber
2006;Kranarme;Stapler & Flurförderzeuge / Anbaugeräte für Stapler / Kranarme
2007;Lasthalter;Stapler & Flurförderzeuge / Anbaugeräte für Stapler / Lasthalter
2008;Mehrpalettengabeln;Stapler & Flurförderzeuge / Anbaugeräte für Stapler / Mehrpalettengabeln
2009;Palettenwendegeräte;Stapler & Flurförderzeuge / Anbaugeräte für Stapler / Palettenwendegeräte
2010;Papierrollenklammern;Stapler & Flurförderzeuge / Anbaugeräte für Stapler / Papierrollenklammern
2011;Personenkörbe;Stapler & Flurförderzeuge / Anbaugeräte für Stapler / Personenkörbe
2012;Reifenklammern;Stapler & Flurförderzeuge / Anbaugeräte für Stapler / Reifenklammern
2013;Rohrklammern;Stapler & Flurförderzeuge / Anbaugeräte für Stapler / Rohrklammern
2014;Rundholzzangen;Stapler & Flurförderzeuge / Anbaugeräte für Stapler / Rundholzzangen
2015;Schaumstoffklammern;Stapler & Flurförderzeuge / Anbaugeräte für Stapler / Schaumstoffklammern
2016;Schneeschieber;Stapler & Flurförderzeuge / Anbaugeräte für Stapler / Schneeschieber
2017;Schüttgutschaufeln;Stapler & Flurförderzeuge / Anbaugeräte für Stapler / Schüttgutschaufeln
2018;Seitenschieber;Stapler & Flurförderzeuge / Anbaugeräte für Stapler / Seitenschieber
2019;Seitenschubgeräte;Stapler & Flurförderzeuge / Anbaugeräte für Stapler / Seitenschubgeräte
2020;Silobehälter;Stapler & Flurförderzeuge / Anbaugeräte für Stapler / Silobehälter
2029;Sonstige Anbaugeräte für Stapler;Stapler & Flurförderzeuge / Anbaugeräte für Stapler / Sonstige Anbaugeräte für Stapler
2022;Stapelkipper;Stapler & Flurförderzeuge / Anbaugeräte für Stapler / Stapelkipper
2021;Steinklammern;Stapler & Flurförderzeuge / Anbaugeräte für Stapler / Steinklammern
2023;Tabakklammern;Stapler & Flurförderzeuge / Anbaugeräte für Stapler / Tabakklammern
